index,p1.championId,p2.championId,p3.championId,p4.championId,p5.championId,p6.championId,p7.championId,p8.championId,p9.championId,p10.championId,p1.xpDiffPerMinDeltas,p2.xpDiffPerMinDeltas,p3.xpDiffPerMinDeltas,p4.xpDiffPerMinDeltas,p5.xpDiffPerMinDeltas,p6.xpDiffPerMinDeltas,p7.xpDiffPerMinDeltas,p8.xpDiffPerMinDeltas,p9.xpDiffPerMinDeltas,p10.xpDiffPerMinDeltas,t1.goldPerMinDeltas,t2.goldPerMinDeltas,t1.firstBlood,t2.firstBlood,t1.firstRiftHerald,t2.firstRiftHerald,t1.win
5551,51,43,104,517,54,59,10,53,238,63,0,0,22.1,0,41.2,-22.1,-41.2,0,0,0,1283,1263.4,1,0,1,0,0
5552,142,421,360,44,54,107,235,12,517,45,0,0,7.35,7.35,0,0,-7.35,-7.35,0,0,1387,1201.6,1,0,0,1,0
5553,53,84,104,145,157,28,126,26,81,91,0,85.8,-11.9,0,0,11.9,-85.8,0,0,0,1535.6,1237.6,1,0,1,0,1
5554,40,119,28,82,7,51,9,54,236,161,23.4,23.4,0,0,113.8,-23.4,0,0,-113.8,-23.4,1499.9,1262.1,0,1,0,1,1
5555,7,81,121,39,89,115,157,876,84,555,116.5,-42.4,-23.5,-5.4,-42.4,42.4,-116.5,23.5,5.4,42.4,1314.6,1258.5,1,0,1,0,1
5556,39,30,101,236,61,8,69,497,18,141,0,0,96.2,96.2,-42.1,42.1,0,-96.2,-96.2,0,1485.6,1251.2,1,0,1,0,1
5557,246,80,81,35,18,61,15,497,17,141,-99.8,83.5,83.5,-55.9,87,-87,-83.5,-83.5,99.8,55.9,1639,1432.8,0,1,1,0,0
5558,161,497,61,64,114,25,54,30,81,876,-59.12,-59.12,-59.12,-59.12,-59.12,59.12,59.12,59.12,59.12,59.12,1272.7,1689.6,1,0,0,1,0
5559,17,35,68,1,145,412,516,120,3,119,0,48.7,0,-23.35,-23.35,23.35,0,-48.7,0,23.35,1434.6,1517.9,1,0,1,0,0
5560,555,164,246,28,81,777,85,157,141,350,71.3,0,0,-17.3,71.3,-71.3,0,0,17.3,-71.3,1914.1,1455,1,0,0,0,1
5561,876,81,89,41,76,25,236,517,114,50,-103.7,29.05,29.05,-0.1,115,-29.05,103.7,-115,0.1,-29.05,1435.9,1460.7,0,1,0,1,0
5562,203,68,50,80,17,30,236,875,57,77,55.3,55.3,55.3,55.3,55.3,-55.3,-55.3,-55.3,-55.3,-55.3,1891.1,1396.2,0,1,0,0,1
5563,34,350,360,103,104,497,120,876,68,22,-26,-81,-81,-71.8,54.7,81,26,-54.7,71.8,81,1248,1373,0,1,1,0,1
5564,777,81,876,126,43,3,76,39,51,25,31.4,31.4,31.4,31.4,31.4,-31.4,-31.4,-31.4,-31.4,-31.4,1695.8,1398.5,1,0,1,0,1
5565,54,35,38,202,12,412,62,76,81,103,69.8,3.1,35.9,21.8,21.8,-21.8,-69.8,-3.1,-21.8,-35.9,1410.7,1297.8,1,0,1,0,1
5566,27,236,154,222,53,201,69,32,29,141,-3.2,18.3,4.2,22.95,22.95,-22.95,-18.3,-4.2,-22.95,3.2,1637.1,1712.5,0,1,0,1,0
5567,28,235,55,236,40,63,121,25,62,4,0,0,-13.7,133.7,0,0,0,0,-133.7,13.7,1307.9,1405.9,1,0,0,0,0
5568,30,164,26,141,142,58,111,134,81,245,0,0,0,0,-134.3,0,0,134.3,0,0,1274.2,1582.8,0,1,1,0,1
5569,51,44,54,64,268,24,360,517,76,80,-55.7,-55.7,12.5,-48.2,-12.5,-12.5,55.7,12.5,48.2,55.7,1436.1,1487.4,0,1,1,0,1
5570,84,157,107,62,1,81,80,876,55,240,0,-38.05,2.1,0,-38.05,38.05,38.05,-2.1,0,0,1333,1539.2,0,1,0,1,1
5571,236,58,35,12,50,238,76,40,21,8,41.1,154.2,13.8,-21.4,-21.4,-41.1,-13.8,21.4,21.4,-154.2,1411.5,1142.8,1,0,0,1,1
5572,58,34,555,76,157,96,105,245,98,412,0,-9.7,-0.55,0,-0.55,0.55,9.7,0,0,0.55,1194,1277.2,0,1,1,0,0
5573,80,202,31,104,38,120,27,37,203,99,41.5,41.5,127.3,0,0,0,0,-41.5,-127.3,-41.5,1400.2,1480.9,0,1,1,0,0
5574,24,28,432,51,103,92,497,517,202,72,48.3,57.1,0,0,0,-48.3,0,0,0,-57.1,1245.8,1323.3,1,0,1,0,1
5575,24,76,22,143,777,41,223,236,876,202,77.7,151.7,-2.35,-2.35,-92.9,-77.7,2.35,92.9,-151.7,2.35,1428.5,1287.1,1,0,1,0,1
5576,21,14,9,89,91,164,107,518,497,81,0,-9.7,-42.3,0,0,9.7,42.3,0,0,0,1265.8,1488.1,0,1,1,0,1
5577,57,84,202,35,12,105,497,421,61,360,-44.4,-17.8,-64.1,78.4,-64.1,17.8,64.1,-78.4,44.4,64.1,1299.8,1490.4,0,1,1,0,1
5578,119,117,268,2,34,432,51,120,516,25,4.4,4.4,-46.2,-109.6,33.4,-4.4,-4.4,109.6,-33.4,46.2,1280,1446.5,0,1,0,1,0
5579,141,350,105,81,114,103,64,8,80,202,28.2,0,0,0,18.2,0,-28.2,-18.2,0,0,1611.6,1489.7,1,0,0,1,1
5580,18,51,64,517,99,22,223,104,141,3,152.3,38.85,31.4,35.5,38.85,-38.85,-38.85,-31.4,-35.5,-152.3,1763.6,1276.4,1,0,1,0,1
5581,11,99,38,131,202,1,119,17,5,3,78.7,-61.25,0,0,-61.25,61.25,61.25,0,-78.7,0,1371.2,1573.2,1,0,0,1,0
5582,54,20,37,16,3,114,111,22,427,103,0,0,-19.25,-19.25,-24.1,0,19.25,19.25,0,24.1,1118.6,1297.2,0,1,0,1,0
5583,40,84,202,777,64,164,236,412,76,92,16.95,0,16.95,0,-18,0,-16.95,-16.95,18,0,1380.6,1440.4,0,1,1,0,1
5584,161,517,141,1,875,3,89,236,22,245,0,0,120.2,0,-211.5,0,0,211.5,0,-120.2,1476.6,1716.3,0,1,1,0,1
5585,245,76,164,81,412,142,235,64,6,89,0,128.4,0,42.2,42.2,0,-42.2,-128.4,0,-42.2,1712.6,1284.5,0,1,1,0,1
5586,236,350,21,59,105,14,53,202,64,268,40.3,0,0,40.3,11.9,0,-40.3,0,-40.3,-11.9,1367.3,1580.6,0,1,0,1,0
5587,43,99,17,62,141,37,16,27,121,3,0,0,115.3,0,70.2,0,0,-115.3,-70.2,0,1181,1121.4,0,1,1,0,0
5588,142,235,223,163,141,80,61,104,266,145,122.7,-11,-11,0,0,11,-122.7,0,0,11,1302.4,1455.1,0,1,0,1,1
5589,164,412,119,115,104,235,876,236,1,122,-48.3,-48.3,-48.3,-48.3,-48.3,48.3,48.3,48.3,48.3,48.3,1374.1,1714.7,0,1,0,1,0
5590,55,2,161,412,236,24,25,202,134,203,0,0,0,0,0,0,0,0,0,0,1255.3,1327.6,0,1,0,1,0
5591,875,30,360,84,20,64,523,85,117,4,0,0,0,-16.4,-136.9,136.9,0,16.4,0,0,1228.2,1552.3,0,1,0,1,0
5592,89,145,69,76,54,3,29,58,5,117,50.44,50.44,50.44,50.44,50.44,-50.44,-50.44,-50.44,-50.44,-50.44,1506.5,1271.3,0,1,1,0,1
5593,22,245,201,240,777,202,104,16,61,23,0,-14.9,0,28.4,0,0,14.9,0,0,-28.4,1354.1,1290.3,1,0,1,0,0
5594,37,235,164,75,28,81,4,54,80,35,-26.5,-26.5,0,0,61.8,26.5,0,0,26.5,-61.8,1317.3,1455.5,0,1,1,0,1
5595,104,3,122,145,55,103,53,119,92,20,105.2,0,0,0,9.9,-9.9,0,0,0,-105.2,1382.6,1651.1,0,1,0,1,0
5596,28,122,81,16,92,150,119,64,80,105,0,111.5,-36.4,-36.4,0,0,36.4,-111.5,36.4,0,1414.8,1492.9,0,1,0,1,0
5597,99,105,164,51,28,202,89,876,39,134,26.45,18.5,-74.7,26.45,8.6,-26.45,-26.45,-8.6,74.7,-18.5,1319.2,1435.7,1,0,0,1,0
5598,35,12,30,81,6,26,3,64,266,119,-1,-9.5,-113.8,-9.5,12.7,9.5,113.8,1,-12.7,9.5,1195.8,1418.8,0,1,1,0,1
5599,103,161,875,113,164,55,59,80,115,236,-80.3,23.1,23.1,-6.7,15.2,80.3,6.7,-23.1,-23.1,-15.2,1430.8,1524.8,0,1,1,0,0
5600,20,58,81,3,432,876,44,222,516,34,71.74,71.74,71.74,71.74,71.74,-71.74,-71.74,-71.74,-71.74,-71.74,1811.4,1108.6,0,1,1,0,1
5601,98,104,161,202,246,114,203,164,3,18,-182.1,5.8,0,0,0,182.1,-5.8,0,0,0,1597.5,1322.8,1,0,1,0,1
5602,40,8,27,119,20,80,51,64,517,150,-19.3,-74.3,-30.7,-19.3,9.4,19.3,19.3,-9.4,74.3,30.7,1345.6,1618,1,0,0,1,1
5603,516,412,523,64,517,121,360,497,103,54,60.9,-36.4,-36.4,112.6,48.3,-112.6,36.4,36.4,-48.3,-60.9,1445.6,1364,1,0,1,0,0
5604,876,81,28,3,78,121,164,53,1,235,-38.9,159.8,-14.3,-14.3,94.6,14.3,-94.6,-159.8,38.9,14.3,1657.4,1290.4,0,1,1,0,1
5605,61,59,92,360,497,876,54,22,777,89,-49.6,170.2,91.8,71.7,71.7,-170.2,-91.8,-71.7,49.6,-71.7,1496.4,1142.7,1,0,0,1,1
5606,8,80,76,22,39,91,81,79,114,89,61.8,-21.15,-24.1,-21.15,18.2,-18.2,21.15,24.1,-61.8,21.15,1458.5,1682.4,0,1,0,1,0
5607,54,141,89,30,81,412,134,104,62,238,0,0,-94.55,0,-94.55,94.55,94.55,0,0,0,1264.6,1585.9,0,1,0,1,0
5608,76,412,119,238,122,61,9,202,1,114,52.2,0,0,0,-127.7,0,-52.2,0,0,127.7,1234.4,1519.4,0,1,1,0,0
5609,80,202,34,104,6,37,16,164,20,55,0,0,0,-67.8,-31.6,0,0,31.6,67.8,0,1292.3,1544.4,0,1,0,1,0
5610,92,245,121,37,16,104,1,105,81,58,-22,67.3,-36.8,-46.15,-46.15,36.8,46.15,-67.3,46.15,22,1279.6,1390.7,0,1,1,0,1
5611,99,51,245,164,141,84,121,39,432,81,-27,-27,0,0,40.6,0,-40.6,0,27,27,1413.3,1324.3,1,0,1,0,1
5612,41,497,421,202,99,51,107,105,14,518,0,0,19.2,0,-3.7,0,-19.2,3.7,0,0,1255.5,1316.7,0,1,1,0,1
5613,202,64,40,105,114,235,53,4,121,92,-37.15,22.5,-37.15,0,0,37.15,37.15,0,-22.5,0,1392.8,1511,1,0,1,0,0
5614,89,236,360,32,58,8,40,876,516,523,101.75,14.2,101.75,93.4,110.1,-14.2,-101.75,-93.4,-110.1,-101.75,1634.3,1237.9,0,1,1,0,1
5615,131,11,22,164,161,37,16,517,120,238,0,-54.2,59.9,0,59.9,-59.9,-59.9,0,54.2,0,1571.3,1356.7,1,0,1,0,1
5616,236,157,876,44,360,34,350,238,121,81,0,0,-52,9.4,9.4,0,-9.4,0,52,-9.4,1361.8,1416.1,1,0,0,1,0
5617,202,1,79,777,246,43,3,121,45,126,-57.85,-57.85,-192.3,15.4,-102.4,57.85,-15.4,192.3,57.85,102.4,1141.3,1565.4,1,0,0,1,0
5618,31,76,360,89,157,81,27,69,141,350,57.2,31.2,1.75,1.75,163.4,-1.75,-57.2,-163.4,-31.2,-1.75,1583.7,1219.7,1,0,1,0,1
5619,777,412,421,98,117,64,350,84,55,58,0,0,0,0,0,0,0,0,0,0,1382.1,1483.1,0,1,1,0,0
5620,117,29,120,157,517,202,164,76,16,30,40.65,40.65,-120.5,0,0,-40.65,0,120.5,-40.65,0,1326.7,1276.5,0,1,0,1,0
5621,61,19,122,497,523,555,82,360,1,64,-54.2,-61,0,0,0,54.2,0,0,0,61,1470.4,1351,0,1,1,0,1
5622,84,105,202,53,64,89,13,38,81,104,0,0,-52.9,-52.9,5.3,52.9,0,0,52.9,-5.3,1468.8,1598.7,0,1,1,0,1
5623,432,21,164,203,517,81,245,56,75,555,-138,0,-48,0,0,0,0,138,48,0,1463.1,1405.3,0,1,1,0,1
5624,40,245,56,58,360,16,266,37,517,121,85.35,-119.3,-10.4,-28.4,85.35,-85.35,28.4,-85.35,10.4,119.3,1253.5,1249,0,1,1,0,1
5625,67,3,19,122,517,236,9,81,57,1,42.28,42.28,42.28,42.28,42.28,-42.28,-42.28,-42.28,-42.28,-42.28,1748.6,1217.8,1,0,1,0,1
5626,246,412,119,84,20,106,236,3,61,60,-5.38,-5.38,-5.38,-5.38,-5.38,5.38,5.38,5.38,5.38,5.38,1510.8,1337.7,1,0,1,0,1
5627,58,84,89,22,59,105,235,30,80,240,0,0,0,0,-59.2,0,0,59.2,0,0,1686.7,1350.9,0,1,1,0,0
5628,121,117,12,360,58,22,105,19,122,1,130.4,81.1,31.1,31.1,46.9,-31.1,-81.1,-130.4,-46.9,-31.1,1489.7,1207.4,1,0,1,0,1
5629,20,98,51,117,238,134,35,555,122,16,-59.5,102.1,0,0,0,0,59.5,0,-102.1,0,1257.8,1203.7,0,1,0,0,0
5630,202,1,61,57,141,53,121,245,82,360,19.45,19.45,-14.3,23.7,249.3,-19.45,-249.3,14.3,-23.7,-19.45,1428.2,1193,0,1,1,0,1
5631,51,89,131,517,23,80,64,360,105,54,-94.1,-94.1,-48.5,0,0,94.1,0,94.1,48.5,0,1276.2,1677.6,0,1,0,1,1
5632,126,76,235,223,39,360,84,777,111,64,0,0,14.5,14.5,0,-14.5,0,0,-14.5,0,1545.3,1268,1,0,1,0,1
5633,26,1,131,39,245,91,163,40,145,164,0,0,0,86.5,83.3,0,-83.3,0,0,-86.5,1458.1,1310.6,0,1,1,0,0
5634,80,41,64,518,517,89,15,54,134,121,-27.64,-27.64,-27.64,-27.64,-27.64,27.64,27.64,27.64,27.64,27.64,1337.5,1500.9,0,1,0,1,0
5635,37,246,516,876,202,84,104,43,235,555,5.95,-78.7,6.1,23.1,5.95,-6.1,-23.1,-5.95,-5.95,78.7,1408.1,1490.4,1,0,1,0,1
5636,412,22,164,28,236,104,4,350,81,114,21.1,21.1,22.9,12.1,4.4,-12.1,-4.4,-21.1,-21.1,-22.9,1338.5,1298.6,1,0,0,1,0
5637,80,145,64,68,126,81,245,13,350,164,0,0,0,0,0,0,0,0,0,0,1500.3,1166.7,1,0,1,0,1
5638,497,81,266,245,56,28,875,40,22,131,-41.6,-41.6,-35.4,11.5,-137.6,-11.5,35.4,41.6,41.6,137.6,1139.7,1497.5,0,1,1,0,0
5639,22,236,62,76,40,876,202,106,117,12,-63.1,21.5,0,0,-63.1,0,63.1,0,-21.5,63.1,1461.9,1343.7,1,0,1,0,1
5640,203,236,78,245,26,1,120,497,18,8,128.3,0,128.3,63.3,0,-63.3,-128.3,-128.3,0,0,1355.5,1311.6,0,1,0,1,1
5641,58,17,28,43,235,3,80,202,30,126,-34,-136.3,-33.9,-85.55,-85.55,34,85.55,85.55,33.9,136.3,1155.8,1556.5,1,0,0,1,0
5642,117,12,22,245,56,360,19,122,497,82,20.9,-24.95,-24.95,44.4,71.9,24.95,-44.4,-71.9,24.95,-20.9,1367.8,1235.4,1,0,1,0,1
5643,106,203,117,12,69,555,30,75,120,53,-45.1,104.9,47.5,42.7,42.7,-47.5,-42.7,45.1,-104.9,-42.7,1450.8,1338.4,1,0,1,0,1
5644,22,497,58,28,875,61,84,64,21,111,-73.28,-73.28,-73.28,-73.28,-73.28,73.28,73.28,73.28,73.28,73.28,1129.9,1672.6,1,0,0,1,0
5645,350,104,240,235,38,98,432,51,30,876,0,-116.5,132.8,0,0,-132.8,0,0,0,116.5,1325.2,1666.1,0,1,0,1,0
5646,105,28,122,202,497,76,157,40,22,126,0,-176,-59,0,0,176,0,0,0,59,1044.1,1472,0,1,0,1,0
5647,81,55,54,53,104,51,20,61,126,555,8.3,0,0,8.3,130,-8.3,-130,0,0,-8.3,1498.9,1425.8,0,1,1,0,1
5648,22,555,76,238,122,85,39,43,141,145,72.2,72.2,72.2,72.2,72.2,-72.2,-72.2,-72.2,-72.2,-72.2,1696.5,1391.6,1,0,1,0,1
5649,17,202,121,89,61,28,267,777,875,523,-72.3,0,-124.8,0,0,124.8,0,0,72.3,0,1291.9,1509.5,0,1,0,1,0
5650,164,67,8,555,104,360,64,114,16,517,-71.24,-71.24,-71.24,-71.24,-71.24,71.24,71.24,71.24,71.24,71.24,1235.7,1827.8,0,1,0,1,0
5651,164,121,105,40,22,30,81,518,106,777,-97.5,31.6,-4.2,36.2,36.2,-31.6,-36.2,-36.2,97.5,4.2,1287.8,1223.2,0,1,1,0,1
5652,9,429,111,236,134,63,35,89,202,84,97.7,151.7,0,0,0,0,-97.7,0,0,-151.7,1676.2,1328.1,1,0,1,0,1
5653,126,267,202,107,245,105,72,103,40,22,48.7,42.6,42.6,114.6,-26.5,-48.7,-114.6,26.5,-42.6,-42.6,1459.8,1201,1,0,0,1,1
5654,145,203,56,82,25,63,3,236,875,2,37.1,-26.7,11.8,-40.3,37.1,-37.1,40.3,-37.1,-11.8,26.7,1283.2,1433.1,0,1,1,0,1
5655,24,53,202,79,157,120,16,235,245,84,51.3,-6.45,-6.45,28.9,3.9,-28.9,6.45,6.45,-3.9,-51.3,1527.6,1357.6,1,0,0,1,1
5656,777,79,517,51,80,106,89,1,154,145,0,-60.9,0,66.45,66.45,0,-66.45,0,60.9,-66.45,1464.6,1385.2,1,0,1,0,0
5657,81,238,76,235,23,360,80,104,134,240,8.2,125.1,38.1,8.2,-37.1,-8.2,-8.2,-38.1,-125.1,37.1,1482.5,1315.6,1,0,1,0,1
5658,497,11,44,235,25,202,126,32,3,26,0,166.6,0,0,-148.2,0,148.2,-166.6,0,0,1377.1,1483.2,0,1,0,1,1
5659,106,268,30,350,81,117,12,245,202,120,31.6,-41.7,88.2,-18.05,-18.05,41.7,18.05,-88.2,18.05,-31.6,1506.6,1187.9,1,0,1,0,1
5660,518,126,107,30,222,89,120,360,114,3,0,-59.1,0,-33.3,0,0,0,0,59.1,33.3,1294.4,1521.5,0,1,0,1,1
5661,40,157,14,268,876,84,350,203,81,39,21.6,21.6,21.6,21.6,21.6,-21.6,-21.6,-21.6,-21.6,-21.6,1554.2,1327.2,0,1,0,1,1
5662,141,236,117,12,523,106,30,21,111,61,43.1,89.3,-31.2,-17.25,-17.25,-89.3,-43.1,17.25,17.25,31.2,1315,1213.9,1,0,1,0,1
5663,517,81,114,350,64,203,1,429,80,145,0,0,-44.1,0,39.5,-39.5,0,44.1,0,0,1389.5,1607.8,0,1,1,0,0
5664,122,8,64,12,50,24,555,69,421,81,0,-71,0,4.25,4.25,0,-4.25,71,0,-4.25,1273.6,1534.6,0,1,0,1,0
5665,122,203,117,80,202,27,61,51,555,76,57.2,117,33.7,-62.85,-62.85,-57.2,-33.7,62.85,62.85,-117,1475.9,1397.3,0,1,1,0,0
5666,517,51,555,164,245,432,81,69,60,126,33.58,33.58,33.58,33.58,33.58,-33.58,-33.58,-33.58,-33.58,-33.58,1617.8,1100.7,1,0,1,0,1
5667,555,19,50,98,517,38,22,164,89,104,0,110.5,0,2.4,0,0,0,-2.4,0,-110.5,1378.2,1425.8,1,0,1,0,1
5668,22,497,516,876,18,164,875,43,84,202,0,0,-118.6,148.8,0,118.6,-148.8,0,0,0,1307.3,1312.8,1,0,0,1,1
5669,117,104,18,236,90,53,157,202,59,1,0,42.2,0,170.9,0,0,0,0,-42.2,-170.9,1393.8,1220.7,1,0,0,1,1
5670,236,18,875,164,876,106,202,245,63,89,0,0,0,2.8,123,0,0,-123,-2.8,0,1493.1,1388.4,0,1,1,0,0
5671,21,246,517,201,876,98,120,202,41,117,15.25,0,0,15.25,-19.4,0,19.4,-15.25,0,-15.25,1318.4,1392.2,0,1,1,0,1
5672,86,63,421,1,81,876,56,92,45,350,0,7.65,99.2,0,7.65,-99.2,0,0,-7.65,-7.65,1400.1,1207.5,1,0,1,0,1
5673,876,236,350,84,222,164,61,12,50,64,0,-18.5,-1,0,-1,0,18.5,1,1,0,1590,1275.4,1,0,1,0,0
5674,516,29,121,37,236,14,238,81,76,40,-121.4,24.2,21.7,24.2,-24.3,121.4,24.3,-24.2,-21.7,-24.2,1607.8,1565.2,1,0,0,1,0
5675,202,142,111,164,876,117,114,104,222,1,44,67.4,44,18.4,-57.5,-44,-18.4,57.5,-44,-67.4,1588.8,1408,0,1,1,0,1
5676,157,16,202,876,126,81,54,35,555,98,37.08,37.08,37.08,37.08,37.08,-37.08,-37.08,-37.08,-37.08,-37.08,1461.8,1224.1,1,0,1,0,1
5677,157,236,79,9,122,360,54,412,134,120,-2.92,-2.92,-2.92,-2.92,-2.92,2.92,2.92,2.92,2.92,2.92,1229.9,1321,0,1,0,1,0
5678,99,121,202,68,420,141,16,92,37,61,62.85,-74.5,62.85,0,0,74.5,-62.85,0,-62.85,0,1567.2,1187.8,1,0,1,0,1
5679,69,421,235,80,58,68,12,429,35,523,47.76,47.76,47.76,47.76,47.76,-47.76,-47.76,-47.76,-47.76,-47.76,1605.1,1233.5,1,0,1,0,1
5680,112,89,24,154,145,50,236,875,164,555,8.8,-2.15,-89.7,106.1,-2.15,2.15,-8.8,-106.1,89.7,2.15,1154.9,1256.7,0,1,0,1,1
5681,238,50,107,236,516,497,82,777,19,15,-149.2,59.95,0,59.95,0,-59.95,0,149.2,0,-59.95,1192,1509.8,0,1,0,1,0
5682,203,85,236,777,3,117,12,245,22,150,53.66,53.66,53.66,53.66,53.66,-53.66,-53.66,-53.66,-53.66,-53.66,1545.4,1216.6,0,1,1,0,1
5683,420,157,28,235,22,236,14,120,350,555,156.3,0,-59.7,0,0,0,0,59.7,-156.3,0,1516.4,1624.5,0,1,1,0,1
5684,245,117,157,412,202,20,238,145,432,164,0,0,-45.7,28.85,28.85,0,45.7,-28.85,-28.85,0,1353.7,1285.7,0,1,0,1,0
5685,555,63,55,54,19,202,517,238,154,43,-58.44,-58.44,-58.44,-58.44,-58.44,58.44,58.44,58.44,58.44,58.44,1398.3,1503.4,0,1,1,0,0
5686,120,136,81,412,75,131,68,145,80,64,-98.7,78.9,-37.55,-37.55,-54,-78.9,54,37.55,37.55,98.7,1492.9,1571.5,0,1,0,1,1
5687,122,202,157,43,876,58,12,50,164,35,-116.8,-22.85,8.3,-22.85,95.2,-8.3,22.85,22.85,116.8,-95.2,1364.5,1242.9,1,0,0,1,0
5688,142,164,20,22,412,53,236,64,30,75,0,0,34.4,-71.05,-71.05,71.05,0,-34.4,71.05,0,1500.8,1617.9,0,1,1,0,1
5689,164,245,77,3,81,69,421,555,56,420,30.5,-86.5,47.1,-30.3,-30.3,30.3,-47.1,30.3,-30.5,86.5,1400.7,1533.3,0,1,1,0,1
5690,497,106,517,421,81,202,245,25,84,114,-24.35,54.7,54.8,33.3,-24.35,24.35,-33.3,24.35,-54.8,-54.7,1471.7,1359.2,1,0,1,0,1
5691,105,80,104,58,202,119,876,134,236,875,0,0,19.8,118.4,0,0,-19.8,0,-118.4,0,1562.5,1459.6,1,0,1,0,0
5692,117,14,51,141,8,35,81,245,114,68,-39.1,-76.7,-39.1,70.5,-33.6,-70.5,39.1,33.6,76.7,39.1,1285.3,1645.5,0,1,0,1,0
5693,266,120,134,235,89,360,876,777,114,40,-18,-69.7,-76.9,-23.6,-23.6,23.6,69.7,76.9,18,23.6,1220.4,1323.8,1,0,0,1,0
5694,78,3,222,245,12,64,68,81,1,875,0,-13,-11.1,0,-11.1,0,0,11.1,11.1,13,1359.3,1496.8,0,1,0,1,0
5695,90,24,21,80,30,20,497,105,126,81,62.26,62.26,62.26,62.26,62.26,-62.26,-62.26,-62.26,-62.26,-62.26,1813.6,1273.7,1,0,1,0,1
5696,114,1,202,104,134,131,106,121,412,61,99.3,-27.85,-27.85,36.7,60,-99.3,-60,-36.7,27.85,27.85,1478.6,1161.3,1,0,1,0,1
5697,497,202,54,142,64,164,518,517,62,119,-60.75,-60.75,27.1,70.1,-10.1,-27.1,60.75,-70.1,10.1,60.75,1283,1275.7,1,0,1,0,0
5698,17,61,76,117,29,80,99,81,203,57,-3.3,-1.4,-73.1,-58.2,-58.2,58.2,1.4,58.2,73.1,3.3,1274.6,1486.8,0,1,0,1,0
5699,107,3,69,86,432,84,876,202,99,238,5.84,5.84,5.84,5.84,5.84,-5.84,-5.84,-5.84,-5.84,-5.84,1238.5,1201.9,1,0,0,1,1
5700,85,432,39,121,202,236,89,117,421,114,0,11.3,0,-18.7,11.3,-11.3,-11.3,0,18.7,0,1334.9,1438.4,1,0,0,1,1
5701,497,360,203,68,164,85,89,202,11,44,0,0,74.1,0,11.6,-11.6,0,0,-74.1,0,1641.9,1291,1,0,1,0,1
5702,21,12,164,121,84,30,497,3,145,23,-27.7,-27.7,17.5,-107.2,81.6,107.2,27.7,-81.6,27.7,-17.5,1431.7,1529.9,0,1,1,0,0
5703,81,875,31,76,12,40,67,104,24,157,38.4,0,0,-124.4,38.4,-38.4,-38.4,124.4,0,0,1348.8,1441.1,1,0,0,1,0
5704,141,432,134,114,202,201,246,64,145,68,0,0.4,-20.1,0,0.4,-0.4,20.1,0,-0.4,0,1314.2,1458.6,0,1,0,1,0
5705,104,117,22,38,114,203,21,17,115,143,-7.9,-15,-15,0,0,7.9,15,0,0,15,1225.6,1336,0,1,1,0,0
5706,3,202,114,111,64,1,119,62,63,107,-80.9,76.35,111.9,76.35,49,-76.35,-76.35,-111.9,80.9,-49,1742.3,1397.3,1,0,0,1,1
5707,9,43,122,81,1,236,35,75,99,103,-50.8,0,119.9,0,0,0,50.8,-119.9,0,0,1453.1,1188.1,1,0,1,0,1
5708,89,202,266,56,30,20,164,69,21,497,-20.9,-20.9,-213.7,-0.8,17.8,-17.8,213.7,0.8,20.9,20.9,1222.7,1451,0,1,1,0,0
5709,64,517,21,432,10,516,412,202,76,236,78.3,-74.9,-39.75,-39.75,-28.6,28.6,39.75,39.75,-78.3,74.9,1271.4,1571.4,0,1,0,1,0
5710,238,517,203,111,360,235,497,157,104,68,46.9,-28.3,-36.3,5.95,5.95,-5.95,-5.95,28.3,36.3,-46.9,1319.8,1498.3,0,1,1,0,0
5711,2,89,119,58,134,222,164,25,69,421,-60.1,60.3,60.3,-30.5,-94.2,-60.3,30.5,-60.3,94.2,60.1,1420.1,1501.6,0,1,0,1,0
5712,61,56,12,30,122,3,81,1,154,133,0,0,0,49.7,0.8,0,0,0,-49.7,-0.8,1438.4,1240.6,1,0,0,1,1
5713,141,58,51,69,412,1,22,40,114,64,24.1,118.4,-44.55,77.9,-44.55,-77.9,44.55,44.55,-118.4,-24.1,1463.3,1334.3,0,1,1,0,0
5714,105,203,84,432,22,164,202,89,1,32,93.9,129.6,-77.8,43.95,43.95,77.8,-43.95,-43.95,-93.9,-129.6,1555.3,1264.8,1,0,1,0,1
5715,84,44,76,23,22,421,58,432,38,15,0,0,-63.1,-48.6,0,63.1,48.6,0,0,0,1274.3,1204.4,1,0,1,0,0
5716,203,412,8,238,81,240,30,22,246,223,-14.78,-14.78,-14.78,-14.78,-14.78,14.78,14.78,14.78,14.78,14.78,1489.2,1470.6,1,0,0,1,0
5717,202,62,9,127,497,555,360,61,41,121,-21.4,4.4,150.3,-52.4,-21.4,21.4,21.4,52.4,-4.4,-150.3,1482,1424.2,1,0,1,0,0
5718,63,2,20,22,16,412,82,236,104,145,-11.4,-90.2,-193.9,52.2,52.2,-52.2,90.2,11.4,193.9,-52.2,1080.2,1451.2,0,1,0,1,1
5719,19,164,117,22,3,104,30,516,555,202,0.8,32.5,1.7,1.7,85.9,-0.8,-85.9,-32.5,-1.7,-1.7,1475.4,1356,0,1,1,0,1
5720,12,50,157,122,76,85,202,104,43,45,-14.2,-14.2,57.3,-108.3,-64.1,108.3,14.2,64.1,14.2,-57.3,1345.7,1558.2,0,1,0,1,0
